Unnamed: 0,Brand,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life
2920,Lenovo,149990,Intel Core Ultra 9,Intel,Not Expandable,32 GB LP, LPDDR5X RAM, 5.5 Ghz Processor,LED,16,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,170,170W Adapter
2921,ASUS,199990,Intel Core Ultra 7,Intel, 32 GB Expandable,32 GB LP, LPDDR5X RAM , 1.4 Ghz Processor,LED,14,Arc,Intel,1024 GB SSD Storage,No HDD,no,Upto 8 Hrs Battery Life
2922,Colorful,68990,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB , DDR5 RAM, 4.2 Ghz Processor,LCD,15.6,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Upto 3 Hrs Battery Life
2923,Colorful,95990,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB , DDR5 RAM, 4.8 Ghz Processor,LCD,15.6,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Upto 3 Hrs Battery Life
2924,Lenovo,55990,Intel Core i3 (11th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LCD,14,UHD,Intel,256 GB SSD Storage,No HDD,65, Upto 11.9 Hrs Battery Life
2925,Acer,84990,AMD Octa-Core Ryzen 7 Processor,AMD, 32 GB Expandable,16 GB , DDR5 RAM ,0,LCD,15.6,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,135,135W Adapter
2926,Lenovo,108990,Intel Core Ultra 9,Intel, 32 GB Expandable,32 GB LP, LPDDR5X RAM , 3.4 Ghz Processor,LED,14,Arc,Intel,1024 GB SSD Storage,No HDD,100, Upto 5 Hrs Battery Life
2927,Lenovo,40990,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16 GB , DDR4 RAM , 2.0 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life
2928,HP,55390,Intel Core i5 (12th Gen),Intel, 8 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,15.6,UHD,Intel,1024 GB SSD Storage,No HDD,65,65W Adapter
2929,Lenovo,89990,Intel Core i7 (13th Gen),Intel, 32 GB Expandable,16 GB , DDR5 RAM , 2.6 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
2930,Lenovo,128990,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16 GB LP, LPDDR5X RAM , 3.4 Ghz Processor,LED,16,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,170, Upto 5 Hrs Battery Life
2931,Lenovo,34490,AMD Quad-Core Ryzen 3,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 2.3 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,no,
2932,Lenovo,57490,Intel Core i5 (13th Gen),Intel, 64 GB Expandable,16 GB , DDR5 RAM , 4.7 Ghz Processor,LCD,16,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 9.15 Hrs Battery Life
2933,Lenovo,48490,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16 GB , DDR4 RAM , 2.0 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 8.8 Hrs Battery Life
2937,ASUS,139990,Intel Core i7 (13th Gen),Intel, 32 GB Expandable,16 GB , DDR5 RAM , 2.6 Ghz Processor,LCD,16,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,
2940,HP,48490,Intel Core i5 (12th Gen),Intel, 8 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
2942,HP,96990,AMD Octa-Core Ryzen 7,AMD,Not Expandable,16 GB LP, LPDDR5 RAM, 4.8 Ghz Processor,LCD,14,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter
2943,Lenovo,63490,Intel Core i5 (13th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.7 Ghz Processor,LCD,16,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,
2944,HP,105990,Intel Core Ultra 7,Intel,Not Expandable,16 GB LP, LPDDR5 RAM, 4.8 Ghz Processor,LED,14,,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
2945,Lenovo,85990,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB LP, LPDDR5X RAM, 3.4 Ghz Processor,LED,14,Iris Xe,Intel,1024 GB SSD Storage,No HDD,65,65W Adapter
2946,Lenovo,124990,Intel Core Ultra 7,Intel, 16 GB Expandable,16 GB LP, LPDDR5X RAM , 3.4 Ghz Processor,LED,16,"GeForce RTX 3050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,170, Upto 5 Hrs Battery Life
2947,MSI,409990,Intel Core i9 (13th Gen),Intel, 64 GB Expandable,64 GB , DDR5 RAM , 5.5 Ghz Processor,LCD,16.1,"RTX 3000 Ada GPU, 8 GB",NVIDIA,2048 GB SSD Storage,No HDD,no,
2948,Samsung,68990,Intel Core 5 (Series 1),Intel,Not Expandable,8 GB LP, LPDDR4X RAM, 1.4 Ghz Processor,LCD,15.6,,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
2949,ASUS,25990,Intel Pentium Gold,Intel,Not Expandable,8 GB , DDR4 RAM, 3.4 Ghz Processor,LCD,15.6,UHD,Intel,256 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life
2950,Lenovo,54990,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16 GB LP, LPDDR5 RAM , 2.0 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
2951,MSI,165990,Intel Core i7 (13th Gen),Intel, 64 GB Expandable,16 GB , DDR5 RAM , 5.5 Ghz Processor,LCD,16.1,"RTX A1000 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,
2952,ASUS,57990,Intel Core 3 (Series 1),Intel,Not Expandable,8 GB , DDR4 RAM, 1.2 Ghz Processor,LCD,15.6,Integrated,Intel,512 GB SSD Storage,No HDD,42,42W Adapter
2953,Dell,61399,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB , DDR5 RAM, 1.2 Ghz Processor,LCD,16,HD,Intel,512 GB SSD Storage,No HDD,no,Upto 7 Hrs Battery Life
2954,MSI,58990,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,
2955,MSI,97990,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.8 Ghz Processor,LCD,14,Iris Xe,Intel,1024 GB SSD Storage,No HDD,no,
2956,MSI,114990,Intel Core Ultra 7,Intel, 16 GB Expandable,16 GB LP, LPDDR5 RAM , 4.8 Ghz Processor,LED,13.3,Arc,Intel,1024 GB SSD Storage,No HDD,no,
2957,MSI,87990,Intel Core i5 (13th Gen),Intel, 64 GB Expandable,16 GB , DDR4 RAM , 1.5 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 14 Hrs Battery Life
2958,MSI,99990,Intel Core Ultra 5,Intel, 16 GB Expandable,16 GB LP, LPDDR5 RAM , 4.2 Ghz Processor,LED,13.3,Arc,Intel,1024 GB SSD Storage,No HDD,no,
2959,MSI,199990,Intel Core Ultra 7,Intel,Not Expandable,32 GB , DDR5 RAM, 4.8 Ghz Processor,LCD,16,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,
2960,Lenovo,220800,Intel Core i9 (14th Gen),Intel,Not Expandable,32 GB , DDR5 RAM, 4.0 Ghz Processor,LCD,16,"GeForce RTX 4070 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,230,230W Adapter
2961,HP,125990,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB LP, LPDDR5 RAM, 4.8 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,90,90W Adapter
2962,MSI,223290,Intel Core Ultra 7,Intel,Not Expandable,32 GB , DDR5 RAM, 4.8 Ghz Processor,LED,14.1,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,
2963,MSI,299990,Intel Core i9 (14th Gen),Intel,Not Expandable,32 GB , DDR5 RAM, 5.5 Ghz Processor,LCD,17,"GeForce RTX 4080 GPU, 16 GB",NVIDIA,2048 GB SSD Storage,No HDD,no,
2964,MSI,119990,AMD Octa-Core Ryzen 7,AMD, 64 GB Expandable,16 GB , DDR5 RAM , 4.8 Ghz Processor,LCD,17.3,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,
2965,MSI,104990,AMD Octa-Core Ryzen 7,AMD, 64 GB Expandable,16 GB , DDR5 RAM , 3.4 Ghz Processor,LCD,15.6,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
2966,MSI,59990,Intel Core i5 (13th Gen),Intel, 64 GB Expandable,16 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,
2967,MSI,109990,Intel Core i7 (13th Gen),Intel, 64 GB Expandable,32 GB , DDR4 RAM , 1.8 Ghz Processor,LCD,14,Iris Xe,Intel,1024 GB SSD Storage,No HDD,no,Upto 14 Hrs Battery Life
2968,Lenovo,34990,AMD Quad-Core Ryzen 5,AMD, 8 GB Expandable,8 GB LP, LPDDR5 RAM , 2.8 Ghz Processor,LCD,15.6,Radeon 610M,AMD,512 GB SSD Storage,No HDD,65, Upto 8.7 Hrs Battery Life
2969,MSI,96990,Intel Core Ultra 5,Intel,Not Expandable,16 GB , DDR5 RAM, 4.2 Ghz Processor,LCD,15.6,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
2970,ASUS,239990,Intel Core Ultra 9,Intel, 32 GB Expandable,32 GB LP, LPDDR5X RAM , 2.3 Ghz Processor,LED,14,Arc,Intel,2048 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life
2971,MSI,114990,Intel Core Ultra 7,Intel,Not Expandable,16 GB , DDR5 RAM, 4.8 Ghz Processor,LCD,15.6,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
2972,HP,175999,Intel Core Ultra 7,Intel,Not Expandable,16 GB LP, LPDDR5X RAM, 4.8 Ghz Processor,LED,14,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,140,140W Adapter
2973,MSI,107990,Intel Core Ultra 7,Intel,Not Expandable,16 GB , DDR5 RAM, 4.8 Ghz Processor,LCD,15.6,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
2974,HP,174999,Intel Core Ultra 7,Intel,Not Expandable,16 GB LP, LPDDR5X RAM, 4.8 Ghz Processor,LED,14,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,140,140W Adapter
2975,MSI,169990,Intel Core Ultra 7,Intel, 32 GB Expandable,32 GB LP, LPDDR5 RAM , 4.8 Ghz Processor,LCD,16,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,Upto 10 Hrs Battery Life
2977,MSI,79990,Intel Core i9 (13th Gen),Intel, 64 GB Expandable,16 GB , DDR4 RAM , 4.8 Ghz Processor,LCD,15.6,Iris Xe,Intel,1024 GB SSD Storage,No HDD,no,
2978,Acer,247990,Intel Core i9 (14th Gen),Intel, 32 GB Expandable,32 GB , DDR5 RAM , 1.6 Ghz Processor,LCD,16,"GeForce RTX 4080 GPU, 12 GB",NVIDIA,1024 GB SSD Storage,No HDD,330,330W Adapter
2979,HP,129990,Intel Core Ultra 7,Intel,Not Expandable,32 GB LP, LPDDR5 RAM, 4.8 Ghz Processor,LED,14,,Intel,1024 GB SSD Storage,No HDD,65,65W Adapter
2980,HP,95630,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16 GB , DDR5 RAM , 4.8 Ghz Processor,LCD,16,"GeForce RTX 3050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,70, Upto 7.45 Hrs Battery Life
2981,MSI,159990,Intel Core Ultra 7,Intel, 32 GB Expandable,32 GB LP, LPDDR5 RAM , 4.8 Ghz Processor,LCD,15.6,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,Upto 10 Hrs Battery Life
2985,Lenovo,107990,Intel Core Ultra 7,Intel,Not Expandable,32 GB LP, LPDDR5X RAM, 3.4 Ghz Processor,LED,14,Arc,Intel,1024 GB SSD Storage,No HDD,65,65W Adapter
2989,ASUS,72990,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB , DDR4 RAM, 4.2 Ghz Processor,LED,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,1024 GB SSD Storage,No HDD,120, Upto 5 Hrs Battery Life
2990,Lenovo,161990,Intel Core i7 (12th Gen),Intel, 64 GB Expandable,16 GB , DDR5 RAM , 2.4 Ghz Processor,LCD,15.6,"Quadro T1200 GPU, 4 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,
2991,ASUS,61990,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,120,120W Adapter
2992,Dell,119890,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB , DDR5 RAM, 3.4 Ghz Processor,LCD,15.6,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,330, Upto 5 Hrs Battery Life
2993,ASUS,51990,Intel Core i5 (12th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 1.3 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,45, Upto 3 Hrs Battery Life
2994,MSI,344990,Intel Core i9 (13th Gen),Intel, 64 GB Expandable,32 GB , DDR5 RAM , 4.8 Ghz Processor,LCD,17,"GeForce RTX 4090 GPU, 16 GB",NVIDIA,2048 GB SSD Storage,No HDD,no,
2995,Acer,129990,AMD Octa-Core Ryzen 7 Processor,AMD, 32 GB Expandable,16 GB , DDR5 RAM ,0,LCD,16,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,512 GB SSD Storage,No HDD,330, Upto 10 Hrs Battery Life
2996,ASUS,59990,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB , DDR4 RAM, 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,120,120W Adapter
2997,MSI,249990,Intel Core i7 (13th Gen),Intel, 64 GB Expandable,32 GB , DDR5 RAM , 4.8 Ghz Processor,LCD,16,"GeForce RTX 4070 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,
2998,ASUS,60199,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,120, Upto 3 Hrs Battery Life
2999,ASUS,57990,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB , DDR4 RAM, 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,120,120W Adapter
3000,Lenovo,45990,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.0 Ghz Processor,LCD,14,Integrated,Intel,256 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life
3001,ASUS,89000,Intel Core i7 (12th Gen),Intel, 16 GB Expandable,16 GB , DDR4 RAM , 2.3 Ghz Processor,LCD,16,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,120, Upto 3 Hrs Battery Life
3002,ASUS,78990,Intel Core i7 (12th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.3 Ghz Processor,LCD,16,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,120,120W Adapter
3003,ASUS,76100,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.6 Ghz Processor,LED,14,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,90,90W Adapter
3004,ASUS,66890,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,1024 GB SSD Storage,No HDD,120,120W Adapter
3005,ASUS,64990,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16 GB , DDR4 RAM , 3.1 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,120, Upto 3 Hrs Battery Life
3006,ASUS,38990,AMD Quad-Core Ryzen 5,AMD,Not Expandable,8 GB LP, LPDDR5 RAM, 2.8 Ghz Processor,LCD,14,Radeon,AMD,512 GB SSD Storage,No HDD,45,45W Adapter
3007,Acer,104990,Intel Core i5 (13th Gen) Processor,Intel, 32 GB Expandable,16 GB , DDR5 RAM ,0,LCD,16,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,230,230W Adapter
3008,Dell,114999,Intel Core i7 (11th Gen),Intel, 64 GB Expandable,16 GB , DDR4 RAM , 2.8 Ghz Processor,LCD,14,Integrated,Intel,512 GB SSD Storage,No HDD,no,Upto 4 Hrs Battery Life
3009,ASUS,64990,AMD Octa-Core Ryzen 7,AMD,Not Expandable,16 GB , DDR4 RAM, 3.1 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,1024 GB SSD Storage,No HDD,120, Upto 6 Hrs Battery Life
3010,ASUS,85990,Intel Core i5 (12th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LCD,17.3,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,200, Upto 6 Hrs Battery Life
3011,Dell,34990,AMD Quad-Core Ryzen 3,AMD,Not Expandable,8 GB LP, LPDDR5 RAM, 4.0 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,no,
3012,Lenovo,60990,Intel Core i7 (11th Gen) Processor,Intel,Not Expandable,16 GB , DDR4 RAM,0,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life
3013,ASUS,62950,AMD Octa-Core Ryzen 7,AMD,Not Expandable,16 GB , DDR4 RAM, 2.0 Ghz Processor,LED,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter
3014,ASUS,107990,Intel Core Ultra 5,Intel,Not Expandable,16 GB LP, LPDDR5X RAM, 1.2 Ghz Processor,LED,14,Arc,Intel,1024 GB SSD Storage,No HDD,65,65W Adapter
3015,Gigabyte,148990,Intel Core i7 (13th Gen),Intel, 64 GB Expandable,16 GB , DDR5 RAM , 1.5 Ghz Processor,LCD,15.6,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,
3016,ASUS,58999,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,120, Upto 6 Hrs Battery Life
3017,ASUS,84990,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB , DDR5 RAM, 2.6 Ghz Processor,LED,15.6,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,150,150W Adapter
3018,ASUS,58700,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 2.7 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150, Upto 3 Hrs Battery Life
3019,ASUS,89500,Intel Core i7 (12th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 2.3 Ghz Processor,LCD,16,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,120, Upto 3 Hrs Battery Life
3020,Lenovo,47960,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,14,Integrated,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
3021,Lenovo,35790,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 2.1 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life
3022,MSI,118300,Intel Core i7 (12th Gen),Intel, 64 GB Expandable,16 GB , DDR5 RAM , 3.4 Ghz Processor,LCD,15.6,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,120, Upto 3 Hrs Battery Life
3023,Lenovo,109190,Intel Core i7 (13th Gen),Intel, 16 GB Expandable,16 GB LP, LPDDR5 RAM , 2.4 Ghz Processor,LCD,16,"GeForce RTX 3050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,170, Upto 8 Hrs Battery Life
3024,Acer,33990,Intel Core i3 (11th Gen) Processor,Intel,Not Expandable,8 GB LP, LPDDR5 RAM,0,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 3 Hrs Battery Life
3025,HP,153990,Intel Core i7 (13th Gen),Intel,Not Expandable,32 GB LP, LPDDR4X RAM, 4.8 Ghz Processor,LED,13.5,Iris Xe,Intel,1024 GB SSD Storage,No HDD,65, Upto 13.30 Hrs Battery Life
3026,Lenovo,57999,Intel Core i5 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.3 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,no,
3027,Lenovo,123190,Intel Core i7 (13th Gen),Intel, 16 GB Expandable,16 GB LP, LPDDR5 RAM , 2.2 Ghz Processor,LCD,13.3,Iris Xe,Intel,1024 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life
3029,HP,56990,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR5 RAM, 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,
3030,HP,54599,Intel Core i5 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
3033,HP,55990,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,
3038,Dell,97490,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB LP, LPDDR5 RAM, 3.4 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
3039,Lenovo,35890,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.0 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
3040,HP,52799,Intel Core i5 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
3041,ASUS,59990,AMD Octa-Core Ryzen 7,AMD,Not Expandable,16 GB , DDR4 RAM, 3.1 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,120,120W Adapter
3042,Lenovo,63999,Intel Core i5 (12th Gen) Processor,Intel,Not Expandable,8 GB , DDR4 RAM,0,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
3043,ASUS,78990,Intel Core i7 (12th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.3 Ghz Processor,LCD,16,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,120,120W Adapter
3044,Lenovo,68990,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB LP, LPDDR5 RAM, 3.4 Ghz Processor,LCD,16,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life
3045,Dell,47700,Intel Core i3 (13th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.3 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
3046,HP,147490,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB , DDR5 RAM, 4.8 Ghz Processor,LCD,16.1,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,512 GB SSD Storage,No HDD,280,280W Adapter
3047,HP,127990,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB , DDR5 RAM, 4.7 Ghz Processor,LCD,16.1,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,280,280W Adapter
3048,ASUS,38990,Intel Core i3 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.2 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
3049,HP,66490,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16 GB , DDR4 RAM , 2.0 Ghz Processor,LCD,15,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,
3050,HP,151990,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB , DDR5 RAM, 4.8 Ghz Processor,LCD,16.1,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,512 GB SSD Storage,No HDD,280,280W Adapter
3051,Dell,52999,Intel Core i5 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.3 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
3052,HP,151990,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB , DDR5 RAM, 4.8 Ghz Processor,LCD,16,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,200,200W Adapter
3053,HP,41999,Intel Core i3 (12th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
3054,Lenovo,225190,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB LP, LPDDR5X RAM, 4.8 Ghz Processor,LED,13.3,Iris Xe,Intel,1024 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life
